Feature,Group
wavelet-HLL_glszm_SmallAreaHighGrayLevelEmphasis_spleen,76
wavelet-HLL_glszm_SmallAreaLowGrayLevelEmphasis_liver,6
wavelet-HLL_glszm_SmallAreaLowGrayLevelEmphasis_spleen,4
wavelet-HLL_glszm_ZoneEntropy_liver,47
wavelet-HLL_glszm_ZoneEntropy_spleen,67
wavelet-HLL_glszm_ZonePercentage_liver,51
wavelet-HLL_glszm_ZonePercentage_spleen,51
wavelet-HLL_glszm_ZoneVariance_liver,38
wavelet-HLL_glszm_ZoneVariance_spleen,39
wavelet-LHH_firstorder_10Percentile_liver,30
wavelet-LHH_firstorder_10Percentile_spleen,30
wavelet-LHH_firstorder_90Percentile_liver,50
wavelet-LHH_firstorder_90Percentile_spleen,50
wavelet-LHH_firstorder_Energy_liver,50
wavelet-LHH_firstorder_Energy_spleen,43
wavelet-LHH_firstorder_Entropy_liver,51
wavelet-LHH_firstorder_Entropy_spleen,50
wavelet-LHH_firstorder_InterquartileRange_liver,50
wavelet-LHH_firstorder_InterquartileRange_spleen,50
wavelet-LHH_firstorder_Kurtosis_liver,28
wavelet-LHH_firstorder_Kurtosis_spleen,24
wavelet-LHH_firstorder_Maximum_liver,75
wavelet-LHH_firstorder_Maximum_spleen,75
wavelet-LHH_firstorder_MeanAbsoluteDeviation_liver,50
wavelet-LHH_firstorder_MeanAbsoluteDeviation_spleen,50
wavelet-LHH_firstorder_Mean_liver,78
wavelet-LHH_firstorder_Mean_spleen,57
wavelet-LHH_firstorder_Median_liver,70
wavelet-LHH_firstorder_Median_spleen,74
wavelet-LHH_firstorder_Minimum_liver,3
wavelet-LHH_firstorder_Minimum_spleen,3
wavelet-LHH_firstorder_Range_liver,75
wavelet-LHH_firstorder_Range_spleen,75
wavelet-LHH_firstorder_RobustMeanAbsoluteDeviation_liver,50
wavelet-LHH_firstorder_RobustMeanAbsoluteDeviation_spleen,50
wavelet-LHH_firstorder_RootMeanSquared_liver,50
wavelet-LHH_firstorder_RootMeanSquared_spleen,50
wavelet-LHH_firstorder_Skewness_liver,28
wavelet-LHH_firstorder_Skewness_spleen,28
wavelet-LHH_firstorder_TotalEnergy_liver,50
wavelet-LHH_firstorder_TotalEnergy_spleen,43
wavelet-LHH_firstorder_Uniformity_liver,30
wavelet-LHH_firstorder_Uniformity_spleen,30
wavelet-LHH_firstorder_Variance_liver,50
wavelet-LHH_firstorder_Variance_spleen,50
wavelet-LHH_glcm_Autocorrelation_liver,75
wavelet-LHH_glcm_Autocorrelation_spleen,75
wavelet-LHH_glcm_ClusterProminence_liver,65
wavelet-LHH_glcm_ClusterProminence_spleen,65
wavelet-LHH_glcm_ClusterShade_liver,78
wavelet-LHH_glcm_ClusterShade_spleen,78
wavelet-LHH_glcm_ClusterTendency_liver,50
wavelet-LHH_glcm_ClusterTendency_spleen,50
wavelet-LHH_glcm_Contrast_liver,50
wavelet-LHH_glcm_Contrast_spleen,50
wavelet-LHH_glcm_Correlation_liver,28
wavelet-LHH_glcm_Correlation_spleen,28
wavelet-LHH_glcm_DifferenceAverage_liver,50
wavelet-LHH_glcm_DifferenceAverage_spleen,50
wavelet-LHH_glcm_DifferenceEntropy_liver,51
wavelet-LHH_glcm_DifferenceEntropy_spleen,50
wavelet-LHH_glcm_DifferenceVariance_liver,50
wavelet-LHH_glcm_DifferenceVariance_spleen,50
wavelet-LHH_glcm_Id_liver,30
wavelet-LHH_glcm_Id_spleen,30
wavelet-LHH_glcm_Idm_liver,30
wavelet-LHH_glcm_Idm_spleen,30
wavelet-LHH_glcm_Idmn_liver,28
wavelet-LHH_glcm_Idmn_spleen,28
wavelet-LHH_glcm_Idn_liver,28
wavelet-LHH_glcm_Idn_spleen,28
wavelet-LHH_glcm_Imc1_liver,69
wavelet-LHH_glcm_Imc1_spleen,69
wavelet-LHH_glcm_Imc2_liver,69
wavelet-LHH_glcm_Imc2_spleen,73
wavelet-LHH_glcm_InverseVariance_liver,2
wavelet-LHH_glcm_InverseVariance_spleen,2
wavelet-LHH_glcm_JointAverage_liver,75
wavelet-LHH_glcm_JointAverage_spleen,75
wavelet-LHH_glcm_JointEnergy_liver,30
wavelet-LHH_glcm_JointEnergy_spleen,30
wavelet-LHH_glcm_JointEntropy_liver,51
wavelet-LHH_glcm_JointEntropy_spleen,50
wavelet-LHH_glcm_MaximumProbability_liver,30
wavelet-LHH_glcm_MaximumProbability_spleen,30
wavelet-LHH_glcm_SumEntropy_liver,51
wavelet-LHH_glcm_SumEntropy_spleen,50
wavelet-LHH_glcm_SumSquares_liver,50
wavelet-LHH_glcm_SumSquares_spleen,50
wavelet-LHH_gldm_DependenceEntropy_liver,51
wavelet-LHH_gldm_DependenceEntropy_spleen,51
wavelet-LHH_gldm_DependenceNonUniformityNormalized_liver,32
wavelet-LHH_gldm_DependenceNonUniformityNormalized_spleen,40
wavelet-LHH_gldm_DependenceNonUniformity_liver,19
wavelet-LHH_gldm_DependenceNonUniformity_spleen,12
wavelet-LHH_gldm_DependenceVariance_liver,71
wavelet-LHH_gldm_DependenceVariance_spleen,71
wavelet-LHH_gldm_GrayLevelNonUniformity_liver,36
wavelet-LHH_gldm_GrayLevelNonUniformity_spleen,9
wavelet-LHH_gldm_GrayLevelVariance_liver,50
wavelet-LHH_gldm_GrayLevelVariance_spleen,50
wavelet-LHH_gldm_HighGrayLevelEmphasis_liver,75
wavelet-LHH_gldm_HighGrayLevelEmphasis_spleen,75
wavelet-LHH_gldm_LargeDependenceEmphasis_liver,30
wavelet-LHH_gldm_LargeDependenceEmphasis_spleen,30
wavelet-LHH_gldm_LargeDependenceHighGrayLevelEmphasis_liver,78
wavelet-LHH_gldm_LargeDependenceHighGrayLevelEmphasis_spleen,77
wavelet-LHH_gldm_LargeDependenceLowGrayLevelEmphasis_liver,34
wavelet-LHH_gldm_LargeDependenceLowGrayLevelEmphasis_spleen,34
wavelet-LHH_gldm_LowGrayLevelEmphasis_liver,3
wavelet-LHH_gldm_LowGrayLevelEmphasis_spleen,5
wavelet-LHH_gldm_SmallDependenceEmphasis_liver,50
wavelet-LHH_gldm_SmallDependenceEmphasis_spleen,50
wavelet-LHH_gldm_SmallDependenceHighGrayLevelEmphasis_liver,65
wavelet-LHH_gldm_SmallDependenceHighGrayLevelEmphasis_spleen,65
wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis_liver,70
wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis_spleen,72
wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized_liver,30
wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized_spleen,30
wavelet-LHH_glrlm_GrayLevelNonUniformity_liver,19
wavelet-LHH_glrlm_GrayLevelNonUniformity_spleen,12
wavelet-LHH_glrlm_GrayLevelVariance_liver,50
wavelet-LHH_glrlm_GrayLevelVariance_spleen,50
wavelet-LHH_glrlm_HighGrayLevelRunEmphasis_liver,75
wavelet-LHH_glrlm_HighGrayLevelRunEmphasis_spleen,75
wavelet-LHH_glrlm_LongRunEmphasis_liver,30
wavelet-LHH_glrlm_LongRunEmphasis_spleen,30
wavelet-LHH_glrlm_LongRunHighGrayLevelEmphasis_liver,78
wavelet-LHH_glrlm_LongRunHighGrayLevelEmphasis_spleen,77
wavelet-LHH_glrlm_LongRunLowGrayLevelEmphasis_liver,34
wavelet-LHH_glrlm_LongRunLowGrayLevelEmphasis_spleen,34
wavelet-LHH_glrlm_LowGrayLevelRunEmphasis_liver,3
wavelet-LHH_glrlm_LowGrayLevelRunEmphasis_spleen,5
wavelet-LHH_glrlm_RunEntropy_liver,50
wavelet-LHH_glrlm_RunEntropy_spleen,50
wavelet-LHH_glrlm_RunLengthNonUniformityNormalized_liver,51
wavelet-LHH_glrlm_RunLengthNonUniformityNormalized_spleen,51
wavelet-LHH_glrlm_RunLengthNonUniformity_liver,42
wavelet-LHH_glrlm_RunLengthNonUniformity_spleen,45
wavelet-LHH_glrlm_RunPercentage_liver,51
wavelet-LHH_glrlm_RunPercentage_spleen,51
wavelet-LHH_glrlm_RunVariance_liver,30
wavelet-LHH_glrlm_RunVariance_spleen,30
wavelet-LHH_glrlm_ShortRunEmphasis_liver,51
wavelet-LHH_glrlm_ShortRunEmphasis_spleen,51
wavelet-LHH_glrlm_ShortRunHighGrayLevelEmphasis_liver,65
wavelet-LHH_glrlm_ShortRunHighGrayLevelEmphasis_spleen,65
wavelet-LHH_glrlm_ShortRunLowGrayLevelEmphasis_liver,3
wavelet-LHH_glrlm_ShortRunLowGrayLevelEmphasis_spleen,5
wavelet-LHH_glszm_GrayLevelNonUniformityNormalized_liver,35
wavelet-LHH_glszm_GrayLevelNonUniformityNormalized_spleen,35
wavelet-LHH_glszm_GrayLevelNonUniformity_liver,42
wavelet-LHH_glszm_GrayLevelNonUniformity_spleen,45
wavelet-LHH_glszm_GrayLevelVariance_liver,65
wavelet-LHH_glszm_GrayLevelVariance_spleen,65
wavelet-LHH_glszm_HighGrayLevelZoneEmphasis_liver,75
wavelet-LHH_glszm_HighGrayLevelZoneEmphasis_spleen,75
wavelet-LHH_glszm_LargeAreaEmphasis_liver,40
wavelet-LHH_glszm_LargeAreaEmphasis_spleen,39
wavelet-LHH_glszm_LargeAreaHighGrayLevelEmphasis_liver,40
wavelet-LHH_glszm_LargeAreaHighGrayLevelEmphasis_spleen,39
wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis_liver,40
wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis_spleen,40
wavelet-LHH_glszm_LowGrayLevelZoneEmphasis_liver,3
wavelet-LHH_glszm_LowGrayLevelZoneEmphasis_spleen,5
wavelet-LHH_glszm_SizeZoneNonUniformityNormalized_liver,40
wavelet-LHH_glszm_SizeZoneNonUniformityNormalized_spleen,40
wavelet-LHH_glszm_SizeZoneNonUniformity_liver,50
wavelet-LHH_glszm_SizeZoneNonUniformity_spleen,43
wavelet-LHH_glszm_SmallAreaEmphasis_liver,40
wavelet-LHH_glszm_SmallAreaEmphasis_spleen,40
wavelet-LHH_glszm_SmallAreaHighGrayLevelEmphasis_liver,75
wavelet-LHH_glszm_SmallAreaHighGrayLevelEmphasis_spleen,75
wavelet-LHH_glszm_SmallAreaLowGrayLevelEmphasis_liver,3
wavelet-LHH_glszm_SmallAreaLowGrayLevelEmphasis_spleen,5
wavelet-LHH_glszm_ZoneEntropy_liver,65
wavelet-LHH_glszm_ZoneEntropy_spleen,65
wavelet-LHH_glszm_ZonePercentage_liver,50
wavelet-LHH_glszm_ZonePercentage_spleen,50
wavelet-LHH_glszm_ZoneVariance_liver,40
wavelet-LHH_glszm_ZoneVariance_spleen,39
wavelet-LHL_firstorder_10Percentile_liver,30
wavelet-LHL_firstorder_10Percentile_spleen,30
wavelet-LHL_firstorder_90Percentile_liver,51
wavelet-LHL_firstorder_90Percentile_spleen,51
wavelet-LHL_firstorder_Energy_liver,42
wavelet-LHL_firstorder_Energy_spleen,45
wavelet-LHL_firstorder_Entropy_liver,51
wavelet-LHL_firstorder_Entropy_spleen,51
wavelet-LHL_firstorder_InterquartileRange_liver,51
wavelet-LHL_firstorder_InterquartileRange_spleen,51
wavelet-LHL_firstorder_Kurtosis_liver,24
wavelet-LHL_firstorder_Kurtosis_spleen,24
wavelet-LHL_firstorder_Maximum_liver,65
wavelet-LHL_firstorder_Maximum_spleen,65
wavelet-LHL_firstorder_MeanAbsoluteDeviation_liver,51
wavelet-LHL_firstorder_MeanAbsoluteDeviation_spleen,51
wavelet-LHL_firstorder_Mean_liver,17
wavelet-LHL_firstorder_Mean_spleen,12
wavelet-LHL_firstorder_Median_liver,7
wavelet-LHL_firstorder_Median_spleen,12
wavelet-LHL_firstorder_Minimum_liver,3
wavelet-LHL_firstorder_Minimum_spleen,35
wavelet-LHL_firstorder_Range_liver,68
wavelet-LHL_firstorder_Range_spleen,65
wavelet-LHL_firstorder_RobustMeanAbsoluteDeviation_liver,51
wavelet-LHL_firstorder_RobustMeanAbsoluteDeviation_spleen,51
wavelet-LHL_firstorder_RootMeanSquared_liver,51
wavelet-LHL_firstorder_RootMeanSquared_spleen,51
wavelet-LHL_firstorder_Skewness_liver,70
wavelet-LHL_firstorder_Skewness_spleen,70
wavelet-LHL_firstorder_TotalEnergy_liver,42
wavelet-LHL_firstorder_TotalEnergy_spleen,45
wavelet-LHL_firstorder_Uniformity_liver,30
wavelet-LHL_firstorder_Uniformity_spleen,30
wavelet-LHL_firstorder_Variance_liver,51
wavelet-LHL_firstorder_Variance_spleen,51
wavelet-LHL_glcm_Autocorrelation_liver,68
wavelet-LHL_glcm_Autocorrelation_spleen,65
wavelet-LHL_glcm_ClusterProminence_liver,51
wavelet-LHL_glcm_ClusterProminence_spleen,51
wavelet-LHL_glcm_ClusterShade_liver,17
wavelet-LHL_glcm_ClusterShade_spleen,17
wavelet-LHL_glcm_ClusterTendency_liver,51
wavelet-LHL_glcm_ClusterTendency_spleen,51
wavelet-LHL_glcm_Contrast_liver,51
wavelet-LHL_glcm_Contrast_spleen,51
wavelet-LHL_glcm_Correlation_liver,28
wavelet-LHL_glcm_Correlation_spleen,28
wavelet-LHL_glcm_DifferenceAverage_liver,51
wavelet-LHL_glcm_DifferenceAverage_spleen,51
wavelet-LHL_glcm_DifferenceEntropy_liver,51
wavelet-LHL_glcm_DifferenceEntropy_spleen,51
wavelet-LHL_glcm_DifferenceVariance_liver,51
wavelet-LHL_glcm_DifferenceVariance_spleen,51
wavelet-LHL_glcm_Id_liver,30
wavelet-LHL_glcm_Id_spleen,30
wavelet-LHL_glcm_Idm_liver,30
wavelet-LHL_glcm_Idm_spleen,30
wavelet-LHL_glcm_Idmn_liver,28
wavelet-LHL_glcm_Idmn_spleen,27
wavelet-LHL_glcm_Idn_liver,28
wavelet-LHL_glcm_Idn_spleen,27
wavelet-LHL_glcm_Imc1_liver,51
wavelet-LHL_glcm_Imc1_spleen,51
wavelet-LHL_glcm_Imc2_liver,73
wavelet-LHL_glcm_Imc2_spleen,73
wavelet-LHL_glcm_InverseVariance_liver,30
wavelet-LHL_glcm_InverseVariance_spleen,30
wavelet-LHL_glcm_JointAverage_liver,68
wavelet-LHL_glcm_JointAverage_spleen,65
wavelet-LHL_glcm_JointEnergy_liver,30
wavelet-LHL_glcm_JointEnergy_spleen,30
wavelet-LHL_glcm_JointEntropy_liver,51
wavelet-LHL_glcm_JointEntropy_spleen,51
wavelet-LHL_glcm_MaximumProbability_liver,30
wavelet-LHL_glcm_MaximumProbability_spleen,30
wavelet-LHL_glcm_SumEntropy_liver,51
wavelet-LHL_glcm_SumEntropy_spleen,51
wavelet-LHL_glcm_SumSquares_liver,51
wavelet-LHL_glcm_SumSquares_spleen,51
wavelet-LHL_gldm_DependenceEntropy_liver,51
wavelet-LHL_gldm_DependenceEntropy_spleen,51
wavelet-LHL_gldm_DependenceNonUniformityNormalized_liver,51
wavelet-LHL_gldm_DependenceNonUniformityNormalized_spleen,51
wavelet-LHL_gldm_DependenceNonUniformity_liver,42
wavelet-LHL_gldm_DependenceNonUniformity_spleen,11
wavelet-LHL_gldm_DependenceVariance_liver,30
wavelet-LHL_gldm_DependenceVariance_spleen,30
wavelet-LHL_gldm_GrayLevelNonUniformity_liver,36
wavelet-LHL_gldm_GrayLevelNonUniformity_spleen,9
wavelet-LHL_gldm_GrayLevelVariance_liver,51
wavelet-LHL_gldm_GrayLevelVariance_spleen,51
wavelet-LHL_gldm_HighGrayLevelEmphasis_liver,68
wavelet-LHL_gldm_HighGrayLevelEmphasis_spleen,65
wavelet-LHL_gldm_LargeDependenceEmphasis_liver,30
wavelet-LHL_gldm_LargeDependenceEmphasis_spleen,30
wavelet-LHL_gldm_LargeDependenceHighGrayLevelEmphasis_liver,24
wavelet-LHL_gldm_LargeDependenceHighGrayLevelEmphasis_spleen,25
wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis_liver,32
wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis_spleen,32
wavelet-LHL_gldm_LowGrayLevelEmphasis_liver,3
wavelet-LHL_gldm_LowGrayLevelEmphasis_spleen,5
wavelet-LHL_gldm_SmallDependenceEmphasis_liver,51
wavelet-LHL_gldm_SmallDependenceEmphasis_spleen,51
wavelet-LHL_gldm_SmallDependenceHighGrayLevelEmphasis_liver,51
wavelet-LHL_gldm_SmallDependenceHighGrayLevelEmphasis_spleen,51
wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis_liver,70
wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis_spleen,72
wavelet-LHL_glrlm_GrayLevelNonUniformityNormalized_liver,30
wavelet-LHL_glrlm_GrayLevelNonUniformityNormalized_spleen,30
wavelet-LHL_glrlm_GrayLevelNonUniformity_liver,36
wavelet-LHL_glrlm_GrayLevelNonUniformity_spleen,9
wavelet-LHL_glrlm_GrayLevelVariance_liver,51
wavelet-LHL_glrlm_GrayLevelVariance_spleen,51
wavelet-LHL_glrlm_HighGrayLevelRunEmphasis_liver,68
wavelet-LHL_glrlm_HighGrayLevelRunEmphasis_spleen,65
wavelet-LHL_glrlm_LongRunEmphasis_liver,30
wavelet-LHL_glrlm_LongRunEmphasis_spleen,30
wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis_liver,80
wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis_spleen,76
wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis_liver,34
wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis_spleen,35
wavelet-LHL_glrlm_LowGrayLevelRunEmphasis_liver,3
wavelet-LHL_glrlm_LowGrayLevelRunEmphasis_spleen,5
wavelet-LHL_glrlm_RunEntropy_liver,51
wavelet-LHL_glrlm_RunEntropy_spleen,51
wavelet-LHL_glrlm_RunLengthNonUniformityNormalized_liver,51
wavelet-LHL_glrlm_RunLengthNonUniformityNormalized_spleen,51
wavelet-LHL_glrlm_RunLengthNonUniformity_liver,44
wavelet-LHL_glrlm_RunLengthNonUniformity_spleen,11
wavelet-LHL_glrlm_RunPercentage_liver,51
wavelet-LHL_glrlm_RunPercentage_spleen,51
wavelet-LHL_glrlm_RunVariance_liver,30
wavelet-LHL_glrlm_RunVariance_spleen,30
wavelet-LHL_glrlm_ShortRunEmphasis_liver,51
wavelet-LHL_glrlm_ShortRunEmphasis_spleen,51
wavelet-LHL_glrlm_ShortRunHighGrayLevelEmphasis_liver,68
wavelet-LHL_glrlm_ShortRunHighGrayLevelEmphasis_spleen,65
wavelet-LHL_glrlm_ShortRunLowGrayLevelEmphasis_liver,3
wavelet-LHL_glrlm_ShortRunLowGrayLevelEmphasis_spleen,5
wavelet-LHL_glszm_GrayLevelNonUniformityNormalized_liver,30
wavelet-LHL_glszm_GrayLevelNonUniformityNormalized_spleen,30
wavelet-LHL_glszm_GrayLevelNonUniformity_liver,44
wavelet-LHL_glszm_GrayLevelNonUniformity_spleen,11
wavelet-LHL_glszm_GrayLevelVariance_liver,51
wavelet-LHL_glszm_GrayLevelVariance_spleen,51
wavelet-LHL_glszm_HighGrayLevelZoneEmphasis_liver,68
wavelet-LHL_glszm_HighGrayLevelZoneEmphasis_spleen,65
wavelet-LHL_glszm_LargeAreaEmphasis_liver,38
wavelet-LHL_glszm_LargeAreaEmphasis_spleen,39
wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis_liver,28
wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis_spleen,39
wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis_liver,40
wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis_spleen,39
wavelet-LHL_glszm_LowGrayLevelZoneEmphasis_liver,3
wavelet-LHL_glszm_LowGrayLevelZoneEmphasis_spleen,5
wavelet-LHL_glszm_SizeZoneNonUniformityNormalized_liver,51
wavelet-LHL_glszm_SizeZoneNonUniformityNormalized_spleen,51
wavelet-LHL_glszm_SizeZoneNonUniformity_liver,42
wavelet-LHL_glszm_SizeZoneNonUniformity_spleen,45
wavelet-LHL_glszm_SmallAreaEmphasis_liver,51
wavelet-LHL_glszm_SmallAreaEmphasis_spleen,51
wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis_liver,65
wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis_spleen,65
wavelet-LHL_glszm_SmallAreaLowGrayLevelEmphasis_liver,3
wavelet-LHL_glszm_SmallAreaLowGrayLevelEmphasis_spleen,5
wavelet-LHL_glszm_ZoneEntropy_liver,47
wavelet-LHL_glszm_ZoneEntropy_spleen,47
wavelet-LHL_glszm_ZonePercentage_liver,51
wavelet-LHL_glszm_ZonePercentage_spleen,51
wavelet-LHL_glszm_ZoneVariance_liver,38
wavelet-LHL_glszm_ZoneVariance_spleen,39
wavelet-LLH_firstorder_10Percentile_liver,30
wavelet-LLH_firstorder_10Percentile_spleen,29
wavelet-LLH_firstorder_90Percentile_liver,50
wavelet-LLH_firstorder_90Percentile_spleen,50
wavelet-LLH_firstorder_Energy_liver,65
wavelet-LLH_firstorder_Energy_spleen,43
wavelet-LLH_firstorder_Entropy_liver,50
wavelet-LLH_firstorder_Entropy_spleen,49
wavelet-LLH_firstorder_InterquartileRange_liver,50
wavelet-LLH_firstorder_InterquartileRange_spleen,50
wavelet-LLH_firstorder_Kurtosis_liver,24
wavelet-LLH_firstorder_Kurtosis_spleen,27
wavelet-LLH_firstorder_Maximum_liver,75
wavelet-LLH_firstorder_Maximum_spleen,75
wavelet-LLH_firstorder_MeanAbsoluteDeviation_liver,50
wavelet-LLH_firstorder_MeanAbsoluteDeviation_spleen,49
wavelet-LLH_firstorder_Mean_liver,14
wavelet-LLH_firstorder_Mean_spleen,12
wavelet-LLH_firstorder_Median_liver,37
wavelet-LLH_firstorder_Median_spleen,9
wavelet-LLH_firstorder_Minimum_liver,3
wavelet-LLH_firstorder_Minimum_spleen,3
wavelet-LLH_firstorder_Range_liver,75
wavelet-LLH_firstorder_Range_spleen,75
wavelet-LLH_firstorder_RobustMeanAbsoluteDeviation_liver,50
wavelet-LLH_firstorder_RobustMeanAbsoluteDeviation_spleen,50
wavelet-LLH_firstorder_RootMeanSquared_liver,49
wavelet-LLH_firstorder_RootMeanSquared_spleen,62
wavelet-LLH_firstorder_Skewness_liver,46
wavelet-LLH_firstorder_Skewness_spleen,46
wavelet-LLH_firstorder_TotalEnergy_liver,65
wavelet-LLH_firstorder_TotalEnergy_spleen,43
wavelet-LLH_firstorder_Uniformity_liver,30
wavelet-LLH_firstorder_Uniformity_spleen,29
wavelet-LLH_firstorder_Variance_liver,49
wavelet-LLH_firstorder_Variance_spleen,62
wavelet-LLH_glcm_Autocorrelation_liver,75
wavelet-LLH_glcm_Autocorrelation_spleen,75
wavelet-LLH_glcm_ClusterProminence_liver,55
wavelet-LLH_glcm_ClusterProminence_spleen,55
wavelet-LLH_glcm_ClusterShade_liver,17
wavelet-LLH_glcm_ClusterShade_spleen,17
wavelet-LLH_glcm_ClusterTendency_liver,49
wavelet-LLH_glcm_ClusterTendency_spleen,62
wavelet-LLH_glcm_Contrast_liver,50
wavelet-LLH_glcm_Contrast_spleen,49
wavelet-LLH_glcm_Correlation_liver,20
wavelet-LLH_glcm_Correlation_spleen,21
wavelet-LLH_glcm_DifferenceAverage_liver,50
wavelet-LLH_glcm_DifferenceAverage_spleen,50
wavelet-LLH_glcm_DifferenceEntropy_liver,50
wavelet-LLH_glcm_DifferenceEntropy_spleen,49
wavelet-LLH_glcm_DifferenceVariance_liver,65
wavelet-LLH_glcm_DifferenceVariance_spleen,62
wavelet-LLH_glcm_Id_liver,30
wavelet-LLH_glcm_Id_spleen,30
wavelet-LLH_glcm_Idm_liver,30
wavelet-LLH_glcm_Idm_spleen,30
wavelet-LLH_glcm_Idmn_liver,26
wavelet-LLH_glcm_Idmn_spleen,27
wavelet-LLH_glcm_Idn_liver,26
wavelet-LLH_glcm_Idn_spleen,27
wavelet-LLH_glcm_Imc1_liver,41
wavelet-LLH_glcm_Imc1_spleen,41
wavelet-LLH_glcm_Imc2_liver,20
wavelet-LLH_glcm_Imc2_spleen,21
wavelet-LLH_glcm_InverseVariance_liver,71
wavelet-LLH_glcm_InverseVariance_spleen,71
wavelet-LLH_glcm_JointAverage_liver,75
wavelet-LLH_glcm_JointAverage_spleen,75
wavelet-LLH_glcm_JointEnergy_liver,30
wavelet-LLH_glcm_JointEnergy_spleen,30
wavelet-LLH_glcm_JointEntropy_liver,50
wavelet-LLH_glcm_JointEntropy_spleen,49
wavelet-LLH_glcm_MaximumProbability_liver,30
wavelet-LLH_glcm_MaximumProbability_spleen,30
wavelet-LLH_glcm_SumEntropy_liver,50
wavelet-LLH_glcm_SumEntropy_spleen,49
wavelet-LLH_glcm_SumSquares_liver,49
wavelet-LLH_glcm_SumSquares_spleen,62
wavelet-LLH_gldm_DependenceEntropy_liver,49
wavelet-LLH_gldm_DependenceEntropy_spleen,63
wavelet-LLH_gldm_DependenceNonUniformityNormalized_liver,43
wavelet-LLH_gldm_DependenceNonUniformityNormalized_spleen,43
wavelet-LLH_gldm_DependenceNonUniformity_liver,44
wavelet-LLH_gldm_DependenceNonUniformity_spleen,11
wavelet-LLH_gldm_DependenceVariance_liver,26
wavelet-LLH_gldm_DependenceVariance_spleen,26
wavelet-LLH_gldm_GrayLevelNonUniformity_liver,36
wavelet-LLH_gldm_GrayLevelNonUniformity_spleen,9
wavelet-LLH_gldm_GrayLevelVariance_liver,49
wavelet-LLH_gldm_GrayLevelVariance_spleen,62
wavelet-LLH_gldm_HighGrayLevelEmphasis_liver,75
wavelet-LLH_gldm_HighGrayLevelEmphasis_spleen,75
wavelet-LLH_gldm_LargeDependenceEmphasis_liver,30
wavelet-LLH_gldm_LargeDependenceEmphasis_spleen,30
wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis_liver,24
wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis_spleen,28
wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis_liver,34
wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis_spleen,34
wavelet-LLH_gldm_LowGrayLevelEmphasis_liver,3
wavelet-LLH_gldm_LowGrayLevelEmphasis_spleen,4
wavelet-LLH_gldm_SmallDependenceEmphasis_liver,50
wavelet-LLH_gldm_SmallDependenceEmphasis_spleen,49
wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis_liver,65
wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis_spleen,65
wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis_liver,69
wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis_spleen,72
wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized_liver,30
wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized_spleen,29
wavelet-LLH_glrlm_GrayLevelNonUniformity_liver,19
wavelet-LLH_glrlm_GrayLevelNonUniformity_spleen,12
wavelet-LLH_glrlm_GrayLevelVariance_liver,62
wavelet-LLH_glrlm_GrayLevelVariance_spleen,62
wavelet-LLH_glrlm_HighGrayLevelRunEmphasis_liver,75
wavelet-LLH_glrlm_HighGrayLevelRunEmphasis_spleen,75
wavelet-LLH_glrlm_LongRunEmphasis_liver,30
wavelet-LLH_glrlm_LongRunEmphasis_spleen,30
wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis_liver,24
wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis_spleen,28
wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis_liver,34
wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis_spleen,34
wavelet-LLH_glrlm_LowGrayLevelRunEmphasis_liver,3
wavelet-LLH_glrlm_LowGrayLevelRunEmphasis_spleen,4
wavelet-LLH_glrlm_RunEntropy_liver,23
