Feature,Group
log-sigma-5-0-mm-3D_gldm_DependenceNonUniformity_spleen,12
log-sigma-5-0-mm-3D_gldm_DependenceVariance_liver,52
log-sigma-5-0-mm-3D_gldm_DependenceVariance_spleen,23
log-sigma-5-0-mm-3D_gldm_GrayLevelNonUniformity_liver,14
log-sigma-5-0-mm-3D_gldm_GrayLevelNonUniformity_spleen,12
log-sigma-5-0-mm-3D_gldm_GrayLevelVariance_liver,52
log-sigma-5-0-mm-3D_gldm_GrayLevelVariance_spleen,53
log-sigma-5-0-mm-3D_gldm_HighGrayLevelEmphasis_liver,80
log-sigma-5-0-mm-3D_gldm_HighGrayLevelEmphasis_spleen,79
log-sigma-5-0-mm-3D_gldm_LargeDependenceEmphasis_liver,13
log-sigma-5-0-mm-3D_gldm_LargeDependenceEmphasis_spleen,12
log-sigma-5-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis_liver,80
log-sigma-5-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis_spleen,10
log-sigma-5-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis_liver,16
log-sigma-5-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis_spleen,16
log-sigma-5-0-mm-3D_gldm_LowGrayLevelEmphasis_liver,16
log-sigma-5-0-mm-3D_gldm_LowGrayLevelEmphasis_spleen,6
log-sigma-5-0-mm-3D_gldm_SmallDependenceEmphasis_liver,52
log-sigma-5-0-mm-3D_gldm_SmallDependenceEmphasis_spleen,53
log-sigma-5-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis_liver,56
log-sigma-5-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis_spleen,53
log-sigma-5-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis_liver,59
log-sigma-5-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis_spleen,58
log-sigma-5-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized_liver,15
log-sigma-5-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized_spleen,15
log-sigma-5-0-mm-3D_glrlm_GrayLevelNonUniformity_liver,44
log-sigma-5-0-mm-3D_glrlm_GrayLevelNonUniformity_spleen,11
log-sigma-5-0-mm-3D_glrlm_GrayLevelVariance_liver,52
log-sigma-5-0-mm-3D_glrlm_GrayLevelVariance_spleen,52
log-sigma-5-0-mm-3D_glrlm_HighGrayLevelRunEmphasis_liver,80
log-sigma-5-0-mm-3D_glrlm_HighGrayLevelRunEmphasis_spleen,79
log-sigma-5-0-mm-3D_glrlm_LongRunEmphasis_liver,13
log-sigma-5-0-mm-3D_glrlm_LongRunEmphasis_spleen,12
log-sigma-5-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis_liver,19
log-sigma-5-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis_spleen,12
log-sigma-5-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis_liver,13
log-sigma-5-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis_spleen,13
log-sigma-5-0-mm-3D_glrlm_LowGrayLevelRunEmphasis_liver,16
log-sigma-5-0-mm-3D_glrlm_LowGrayLevelRunEmphasis_spleen,6
log-sigma-5-0-mm-3D_glrlm_RunEntropy_liver,18
log-sigma-5-0-mm-3D_glrlm_RunEntropy_spleen,12
log-sigma-5-0-mm-3D_glrlm_RunLengthNonUniformityNormalized_liver,52
log-sigma-5-0-mm-3D_glrlm_RunLengthNonUniformityNormalized_spleen,53
log-sigma-5-0-mm-3D_glrlm_RunLengthNonUniformity_liver,60
log-sigma-5-0-mm-3D_glrlm_RunLengthNonUniformity_spleen,10
log-sigma-5-0-mm-3D_glrlm_RunPercentage_liver,54
log-sigma-5-0-mm-3D_glrlm_RunPercentage_spleen,53
log-sigma-5-0-mm-3D_glrlm_RunVariance_liver,13
log-sigma-5-0-mm-3D_glrlm_RunVariance_spleen,12
log-sigma-5-0-mm-3D_glrlm_ShortRunEmphasis_liver,52
log-sigma-5-0-mm-3D_glrlm_ShortRunEmphasis_spleen,53
log-sigma-5-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis_liver,56
log-sigma-5-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis_spleen,56
log-sigma-5-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis_liver,5
log-sigma-5-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis_spleen,4
log-sigma-5-0-mm-3D_glszm_GrayLevelNonUniformityNormalized_liver,17
log-sigma-5-0-mm-3D_glszm_GrayLevelNonUniformityNormalized_spleen,17
log-sigma-5-0-mm-3D_glszm_GrayLevelNonUniformity_liver,74
log-sigma-5-0-mm-3D_glszm_GrayLevelNonUniformity_spleen,11
log-sigma-5-0-mm-3D_glszm_GrayLevelVariance_liver,56
log-sigma-5-0-mm-3D_glszm_GrayLevelVariance_spleen,56
log-sigma-5-0-mm-3D_glszm_HighGrayLevelZoneEmphasis_liver,56
log-sigma-5-0-mm-3D_glszm_HighGrayLevelZoneEmphasis_spleen,56
log-sigma-5-0-mm-3D_glszm_LargeAreaEmphasis_liver,14
log-sigma-5-0-mm-3D_glszm_LargeAreaEmphasis_spleen,12
log-sigma-5-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis_liver,19
log-sigma-5-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis_spleen,12
log-sigma-5-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis_liver,14
log-sigma-5-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis_spleen,12
log-sigma-5-0-mm-3D_glszm_LowGrayLevelZoneEmphasis_liver,16
log-sigma-5-0-mm-3D_glszm_LowGrayLevelZoneEmphasis_spleen,16
log-sigma-5-0-mm-3D_glszm_SizeZoneNonUniformityNormalized_liver,59
log-sigma-5-0-mm-3D_glszm_SizeZoneNonUniformityNormalized_spleen,59
log-sigma-5-0-mm-3D_glszm_SizeZoneNonUniformity_liver,57
log-sigma-5-0-mm-3D_glszm_SizeZoneNonUniformity_spleen,10
log-sigma-5-0-mm-3D_glszm_SmallAreaEmphasis_liver,59
log-sigma-5-0-mm-3D_glszm_SmallAreaEmphasis_spleen,59
log-sigma-5-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis_liver,56
log-sigma-5-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis_spleen,56
log-sigma-5-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis_liver,16
log-sigma-5-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis_spleen,16
log-sigma-5-0-mm-3D_glszm_ZoneEntropy_liver,80
log-sigma-5-0-mm-3D_glszm_ZoneEntropy_spleen,77
log-sigma-5-0-mm-3D_glszm_ZonePercentage_liver,52
log-sigma-5-0-mm-3D_glszm_ZonePercentage_spleen,53
log-sigma-5-0-mm-3D_glszm_ZoneVariance_liver,14
log-sigma-5-0-mm-3D_glszm_ZoneVariance_spleen,12
original_firstorder_10Percentile_liver,22
original_firstorder_10Percentile_spleen,22
original_firstorder_90Percentile_liver,57
original_firstorder_90Percentile_spleen,57
original_firstorder_Energy_liver,19
original_firstorder_Energy_spleen,12
original_firstorder_Entropy_liver,51
original_firstorder_Entropy_spleen,51
original_firstorder_InterquartileRange_liver,51
original_firstorder_InterquartileRange_spleen,51
original_firstorder_Kurtosis_liver,20
original_firstorder_Kurtosis_spleen,28
original_firstorder_Maximum_liver,80
original_firstorder_Maximum_spleen,76
original_firstorder_MeanAbsoluteDeviation_liver,51
original_firstorder_MeanAbsoluteDeviation_spleen,51
original_firstorder_Mean_liver,59
original_firstorder_Mean_spleen,59
original_firstorder_Median_liver,59
original_firstorder_Median_spleen,59
original_firstorder_Minimum_liver,33
original_firstorder_Minimum_spleen,33
original_firstorder_Range_liver,68
original_firstorder_Range_spleen,76
original_firstorder_RobustMeanAbsoluteDeviation_liver,51
original_firstorder_RobustMeanAbsoluteDeviation_spleen,51
original_firstorder_RootMeanSquared_liver,59
original_firstorder_RootMeanSquared_spleen,59
original_firstorder_Skewness_liver,74
original_firstorder_Skewness_spleen,70
original_firstorder_TotalEnergy_liver,19
original_firstorder_TotalEnergy_spleen,12
original_firstorder_Uniformity_liver,30
original_firstorder_Uniformity_spleen,30
original_firstorder_Variance_liver,47
original_firstorder_Variance_spleen,47
original_glcm_Autocorrelation_liver,64
original_glcm_Autocorrelation_spleen,67
original_glcm_ClusterProminence_liver,64
original_glcm_ClusterProminence_spleen,64
original_glcm_ClusterShade_liver,74
original_glcm_ClusterShade_spleen,8
original_glcm_ClusterTendency_liver,47
original_glcm_ClusterTendency_spleen,47
original_glcm_Contrast_liver,51
original_glcm_Contrast_spleen,51
original_glcm_Correlation_liver,24
original_glcm_Correlation_spleen,24
original_glcm_DifferenceAverage_liver,51
original_glcm_DifferenceAverage_spleen,51
original_glcm_DifferenceEntropy_liver,51
original_glcm_DifferenceEntropy_spleen,51
original_glcm_DifferenceVariance_liver,51
original_glcm_DifferenceVariance_spleen,51
original_glcm_Id_liver,30
original_glcm_Id_spleen,30
original_glcm_Idm_liver,30
original_glcm_Idm_spleen,30
original_glcm_Idmn_liver,28
original_glcm_Idmn_spleen,27
original_glcm_Idn_liver,28
original_glcm_Idn_spleen,27
original_glcm_Imc1_liver,70
original_glcm_Imc1_spleen,70
original_glcm_Imc2_liver,24
original_glcm_Imc2_spleen,24
original_glcm_InverseVariance_liver,30
original_glcm_InverseVariance_spleen,30
original_glcm_JointAverage_liver,64
original_glcm_JointAverage_spleen,67
original_glcm_JointEnergy_liver,30
original_glcm_JointEnergy_spleen,30
original_glcm_JointEntropy_liver,51
original_glcm_JointEntropy_spleen,51
original_glcm_MaximumProbability_liver,30
original_glcm_MaximumProbability_spleen,30
original_glcm_SumEntropy_liver,51
original_glcm_SumEntropy_spleen,51
original_glcm_SumSquares_liver,47
original_glcm_SumSquares_spleen,47
original_gldm_DependenceEntropy_liver,67
original_gldm_DependenceEntropy_spleen,67
original_gldm_DependenceNonUniformityNormalized_liver,51
original_gldm_DependenceNonUniformityNormalized_spleen,51
original_gldm_DependenceNonUniformity_liver,42
original_gldm_DependenceNonUniformity_spleen,11
original_gldm_DependenceVariance_liver,30
original_gldm_DependenceVariance_spleen,30
original_gldm_GrayLevelNonUniformity_liver,36
original_gldm_GrayLevelNonUniformity_spleen,9
original_gldm_GrayLevelVariance_liver,47
original_gldm_GrayLevelVariance_spleen,47
original_gldm_HighGrayLevelEmphasis_liver,64
original_gldm_HighGrayLevelEmphasis_spleen,67
original_gldm_LargeDependenceEmphasis_liver,30
original_gldm_LargeDependenceEmphasis_spleen,30
original_gldm_LargeDependenceHighGrayLevelEmphasis_liver,24
original_gldm_LargeDependenceHighGrayLevelEmphasis_spleen,24
original_gldm_LargeDependenceLowGrayLevelEmphasis_liver,32
original_gldm_LargeDependenceLowGrayLevelEmphasis_spleen,32
original_gldm_LowGrayLevelEmphasis_liver,33
original_gldm_LowGrayLevelEmphasis_spleen,5
original_gldm_SmallDependenceEmphasis_liver,51
original_gldm_SmallDependenceEmphasis_spleen,51
original_gldm_SmallDependenceHighGrayLevelEmphasis_liver,51
original_gldm_SmallDependenceHighGrayLevelEmphasis_spleen,51
original_gldm_SmallDependenceLowGrayLevelEmphasis_liver,70
original_gldm_SmallDependenceLowGrayLevelEmphasis_spleen,72
original_glrlm_GrayLevelNonUniformityNormalized_liver,30
original_glrlm_GrayLevelNonUniformityNormalized_spleen,30
original_glrlm_GrayLevelNonUniformity_liver,36
original_glrlm_GrayLevelNonUniformity_spleen,9
original_glrlm_GrayLevelVariance_liver,47
original_glrlm_GrayLevelVariance_spleen,47
original_glrlm_HighGrayLevelRunEmphasis_liver,64
original_glrlm_HighGrayLevelRunEmphasis_spleen,67
original_glrlm_LongRunEmphasis_liver,30
original_glrlm_LongRunEmphasis_spleen,30
original_glrlm_LongRunHighGrayLevelEmphasis_liver,68
original_glrlm_LongRunHighGrayLevelEmphasis_spleen,79
original_glrlm_LongRunLowGrayLevelEmphasis_liver,32
original_glrlm_LongRunLowGrayLevelEmphasis_spleen,32
original_glrlm_LowGrayLevelRunEmphasis_liver,33
original_glrlm_LowGrayLevelRunEmphasis_spleen,5
original_glrlm_RunEntropy_liver,47
original_glrlm_RunEntropy_spleen,47
original_glrlm_RunLengthNonUniformityNormalized_liver,51
original_glrlm_RunLengthNonUniformityNormalized_spleen,51
original_glrlm_RunLengthNonUniformity_liver,44
original_glrlm_RunLengthNonUniformity_spleen,11
original_glrlm_RunPercentage_liver,51
original_glrlm_RunPercentage_spleen,51
original_glrlm_RunVariance_liver,30
original_glrlm_RunVariance_spleen,30
original_glrlm_ShortRunEmphasis_liver,51
original_glrlm_ShortRunEmphasis_spleen,51
original_glrlm_ShortRunHighGrayLevelEmphasis_liver,64
original_glrlm_ShortRunHighGrayLevelEmphasis_spleen,65
original_glrlm_ShortRunLowGrayLevelEmphasis_liver,33
original_glrlm_ShortRunLowGrayLevelEmphasis_spleen,5
original_glszm_GrayLevelNonUniformityNormalized_liver,30
original_glszm_GrayLevelNonUniformityNormalized_spleen,30
original_glszm_GrayLevelNonUniformity_liver,42
original_glszm_GrayLevelNonUniformity_spleen,45
original_glszm_GrayLevelVariance_liver,51
original_glszm_GrayLevelVariance_spleen,47
original_glszm_HighGrayLevelZoneEmphasis_liver,64
original_glszm_HighGrayLevelZoneEmphasis_spleen,65
original_glszm_LargeAreaEmphasis_liver,38
original_glszm_LargeAreaEmphasis_spleen,39
original_glszm_LargeAreaHighGrayLevelEmphasis_liver,28
original_glszm_LargeAreaHighGrayLevelEmphasis_spleen,39
original_glszm_LargeAreaLowGrayLevelEmphasis_liver,38
original_glszm_LargeAreaLowGrayLevelEmphasis_spleen,39
original_glszm_LowGrayLevelZoneEmphasis_liver,33
original_glszm_LowGrayLevelZoneEmphasis_spleen,5
original_glszm_SizeZoneNonUniformityNormalized_liver,51
original_glszm_SizeZoneNonUniformityNormalized_spleen,48
original_glszm_SizeZoneNonUniformity_liver,42
original_glszm_SizeZoneNonUniformity_spleen,45
original_glszm_SmallAreaEmphasis_liver,51
original_glszm_SmallAreaEmphasis_spleen,48
original_glszm_SmallAreaHighGrayLevelEmphasis_liver,64
original_glszm_SmallAreaHighGrayLevelEmphasis_spleen,65
original_glszm_SmallAreaLowGrayLevelEmphasis_liver,33
original_glszm_SmallAreaLowGrayLevelEmphasis_spleen,5
original_glszm_ZoneEntropy_liver,67
original_glszm_ZoneEntropy_spleen,46
original_glszm_ZonePercentage_liver,51
original_glszm_ZonePercentage_spleen,51
original_glszm_ZoneVariance_liver,38
original_glszm_ZoneVariance_spleen,39
original_shape_Elongation_liver,78
original_shape_Elongation_spleen,74
original_shape_Flatness_liver,78
original_shape_Flatness_spleen,7
original_shape_LeastAxisLength_liver,19
original_shape_LeastAxisLength_spleen,12
original_shape_MajorAxisLength_liver,19
original_shape_MajorAxisLength_spleen,12
original_shape_Maximum2DDiameterColumn_liver,19
original_shape_Maximum2DDiameterColumn_spleen,12
original_shape_Maximum2DDiameterRow_liver,19
original_shape_Maximum2DDiameterRow_spleen,12
original_shape_Maximum2DDiameterSlice_liver,19
original_shape_Maximum2DDiameterSlice_spleen,11
original_shape_Maximum3DDiameter_liver,19
original_shape_Maximum3DDiameter_spleen,12
original_shape_MeshVolume_liver,19
original_shape_MeshVolume_spleen,12
original_shape_MinorAxisLength_liver,19
original_shape_MinorAxisLength_spleen,12
original_shape_Sphericity_liver,7
original_shape_Sphericity_spleen,8
original_shape_SurfaceArea_liver,19
original_shape_SurfaceArea_spleen,12
original_shape_SurfaceVolumeRatio_liver,59
original_shape_SurfaceVolumeRatio_spleen,58
original_shape_VoxelVolume_liver,19
original_shape_VoxelVolume_spleen,12
wavelet-HHH_firstorder_10Percentile_liver,30
wavelet-HHH_firstorder_10Percentile_spleen,30
wavelet-HHH_firstorder_90Percentile_liver,50
wavelet-HHH_firstorder_90Percentile_spleen,50
wavelet-HHH_firstorder_Energy_liver,50
wavelet-HHH_firstorder_Energy_spleen,43
wavelet-HHH_firstorder_Entropy_liver,50
wavelet-HHH_firstorder_Entropy_spleen,50
wavelet-HHH_firstorder_InterquartileRange_liver,50
wavelet-HHH_firstorder_InterquartileRange_spleen,50
wavelet-HHH_firstorder_Kurtosis_liver,24
wavelet-HHH_firstorder_Kurtosis_spleen,24
wavelet-HHH_firstorder_Maximum_liver,75
wavelet-HHH_firstorder_Maximum_spleen,75
wavelet-HHH_firstorder_MeanAbsoluteDeviation_liver,50
wavelet-HHH_firstorder_MeanAbsoluteDeviation_spleen,50
wavelet-HHH_firstorder_Mean_liver,70
wavelet-HHH_firstorder_Mean_spleen,74
wavelet-HHH_firstorder_Median_liver,74
wavelet-HHH_firstorder_Median_spleen,74
wavelet-HHH_firstorder_Minimum_liver,3
wavelet-HHH_firstorder_Minimum_spleen,3
wavelet-HHH_firstorder_Range_liver,75
wavelet-HHH_firstorder_Range_spleen,75
wavelet-HHH_firstorder_RobustMeanAbsoluteDeviation_liver,50
wavelet-HHH_firstorder_RobustMeanAbsoluteDeviation_spleen,50
wavelet-HHH_firstorder_RootMeanSquared_liver,50
wavelet-HHH_firstorder_RootMeanSquared_spleen,50
wavelet-HHH_firstorder_Skewness_liver,70
wavelet-HHH_firstorder_Skewness_spleen,74
wavelet-HHH_firstorder_TotalEnergy_liver,50
wavelet-HHH_firstorder_TotalEnergy_spleen,43
wavelet-HHH_firstorder_Uniformity_liver,30
wavelet-HHH_firstorder_Uniformity_spleen,30
wavelet-HHH_firstorder_Variance_liver,50
wavelet-HHH_firstorder_Variance_spleen,50
wavelet-HHH_glcm_Autocorrelation_liver,75
wavelet-HHH_glcm_Autocorrelation_spleen,75
wavelet-HHH_glcm_ClusterProminence_liver,65
wavelet-HHH_glcm_ClusterProminence_spleen,65
wavelet-HHH_glcm_ClusterShade_liver,74
wavelet-HHH_glcm_ClusterShade_spleen,74
wavelet-HHH_glcm_ClusterTendency_liver,50
wavelet-HHH_glcm_ClusterTendency_spleen,50
wavelet-HHH_glcm_Contrast_liver,50
wavelet-HHH_glcm_Contrast_spleen,50
wavelet-HHH_glcm_Correlation_liver,30
wavelet-HHH_glcm_Correlation_spleen,30
wavelet-HHH_glcm_DifferenceAverage_liver,50
wavelet-HHH_glcm_DifferenceAverage_spleen,50
wavelet-HHH_glcm_DifferenceEntropy_liver,50
wavelet-HHH_glcm_DifferenceEntropy_spleen,50
wavelet-HHH_glcm_DifferenceVariance_liver,50
wavelet-HHH_glcm_DifferenceVariance_spleen,50
wavelet-HHH_glcm_Id_liver,30
wavelet-HHH_glcm_Id_spleen,30
wavelet-HHH_glcm_Idm_liver,30
wavelet-HHH_glcm_Idm_spleen,30
wavelet-HHH_glcm_Idmn_liver,78
wavelet-HHH_glcm_Idmn_spleen,77
wavelet-HHH_glcm_Idn_liver,78
wavelet-HHH_glcm_Idn_spleen,77
wavelet-HHH_glcm_Imc1_liver,8
wavelet-HHH_glcm_Imc1_spleen,8
wavelet-HHH_glcm_Imc2_liver,69
wavelet-HHH_glcm_Imc2_spleen,73
wavelet-HHH_glcm_InverseVariance_liver,2
wavelet-HHH_glcm_InverseVariance_spleen,2
wavelet-HHH_glcm_JointAverage_liver,75
wavelet-HHH_glcm_JointAverage_spleen,75
wavelet-HHH_glcm_JointEnergy_liver,30
wavelet-HHH_glcm_JointEnergy_spleen,30
wavelet-HHH_glcm_JointEntropy_liver,50
wavelet-HHH_glcm_JointEntropy_spleen,50
wavelet-HHH_glcm_MaximumProbability_liver,30
wavelet-HHH_glcm_MaximumProbability_spleen,30
wavelet-HHH_glcm_SumEntropy_liver,50
wavelet-HHH_glcm_SumEntropy_spleen,50
wavelet-HHH_glcm_SumSquares_liver,50
wavelet-HHH_glcm_SumSquares_spleen,50
wavelet-HHH_gldm_DependenceEntropy_liver,50
wavelet-HHH_gldm_DependenceEntropy_spleen,50
wavelet-HHH_gldm_DependenceNonUniformityNormalized_liver,26
wavelet-HHH_gldm_DependenceNonUniformityNormalized_spleen,29
wavelet-HHH_gldm_DependenceNonUniformity_liver,19
wavelet-HHH_gldm_DependenceNonUniformity_spleen,12
wavelet-HHH_gldm_DependenceVariance_liver,51
wavelet-HHH_gldm_DependenceVariance_spleen,51
wavelet-HHH_gldm_GrayLevelNonUniformity_liver,19
wavelet-HHH_gldm_GrayLevelNonUniformity_spleen,12
wavelet-HHH_gldm_GrayLevelVariance_liver,50
wavelet-HHH_gldm_GrayLevelVariance_spleen,50
wavelet-HHH_gldm_HighGrayLevelEmphasis_liver,75
wavelet-HHH_gldm_HighGrayLevelEmphasis_spleen,75
wavelet-HHH_gldm_LargeDependenceEmphasis_liver,30
wavelet-HHH_gldm_LargeDependenceEmphasis_spleen,29
wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis_liver,78
wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis_spleen,77
wavelet-HHH_gldm_LargeDependenceLowGrayLevelEmphasis_liver,3
wavelet-HHH_gldm_LargeDependenceLowGrayLevelEmphasis_spleen,5
wavelet-HHH_gldm_LowGrayLevelEmphasis_liver,3
wavelet-HHH_gldm_LowGrayLevelEmphasis_spleen,5
wavelet-HHH_gldm_SmallDependenceEmphasis_liver,50
wavelet-HHH_gldm_SmallDependenceEmphasis_spleen,50
wavelet-HHH_gldm_SmallDependenceHighGrayLevelEmphasis_liver,65
wavelet-HHH_gldm_SmallDependenceHighGrayLevelEmphasis_spleen,65
wavelet-HHH_gldm_SmallDependenceLowGrayLevelEmphasis_liver,70
wavelet-HHH_gldm_SmallDependenceLowGrayLevelEmphasis_spleen,72
wavelet-HHH_glrlm_GrayLevelNonUniformityNormalized_liver,30
wavelet-HHH_glrlm_GrayLevelNonUniformityNormalized_spleen,30
wavelet-HHH_glrlm_GrayLevelNonUniformity_liver,19
wavelet-HHH_glrlm_GrayLevelNonUniformity_spleen,12
wavelet-HHH_glrlm_GrayLevelVariance_liver,50
wavelet-HHH_glrlm_GrayLevelVariance_spleen,50
wavelet-HHH_glrlm_HighGrayLevelRunEmphasis_liver,75
wavelet-HHH_glrlm_HighGrayLevelRunEmphasis_spleen,75
wavelet-HHH_glrlm_LongRunEmphasis_liver,30
wavelet-HHH_glrlm_LongRunEmphasis_spleen,29
wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis_liver,78
wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis_spleen,77
wavelet-HHH_glrlm_LongRunLowGrayLevelEmphasis_liver,3
wavelet-HHH_glrlm_LongRunLowGrayLevelEmphasis_spleen,5
wavelet-HHH_glrlm_LowGrayLevelRunEmphasis_liver,3
wavelet-HHH_glrlm_LowGrayLevelRunEmphasis_spleen,5
wavelet-HHH_glrlm_RunEntropy_liver,50
wavelet-HHH_glrlm_RunEntropy_spleen,50
wavelet-HHH_glrlm_RunLengthNonUniformityNormalized_liver,50
wavelet-HHH_glrlm_RunLengthNonUniformityNormalized_spleen,50
wavelet-HHH_glrlm_RunLengthNonUniformity_liver,42
wavelet-HHH_glrlm_RunLengthNonUniformity_spleen,11
wavelet-HHH_glrlm_RunPercentage_liver,50
wavelet-HHH_glrlm_RunPercentage_spleen,50
wavelet-HHH_glrlm_RunVariance_liver,30
wavelet-HHH_glrlm_RunVariance_spleen,29
wavelet-HHH_glrlm_ShortRunEmphasis_liver,50
wavelet-HHH_glrlm_ShortRunEmphasis_spleen,50
wavelet-HHH_glrlm_ShortRunHighGrayLevelEmphasis_liver,65
wavelet-HHH_glrlm_ShortRunHighGrayLevelEmphasis_spleen,75
wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis_liver,3
wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis_spleen,5
wavelet-HHH_glszm_GrayLevelNonUniformityNormalized_liver,71
wavelet-HHH_glszm_GrayLevelNonUniformityNormalized_spleen,71
wavelet-HHH_glszm_GrayLevelNonUniformity_liver,42
wavelet-HHH_glszm_GrayLevelNonUniformity_spleen,43
wavelet-HHH_glszm_GrayLevelVariance_liver,65
wavelet-HHH_glszm_GrayLevelVariance_spleen,75
wavelet-HHH_glszm_HighGrayLevelZoneEmphasis_liver,75
wavelet-HHH_glszm_HighGrayLevelZoneEmphasis_spleen,75
wavelet-HHH_glszm_LargeAreaEmphasis_liver,40
wavelet-HHH_glszm_LargeAreaEmphasis_spleen,40
wavelet-HHH_glszm_LargeAreaHighGrayLevelEmphasis_liver,40
wavelet-HHH_glszm_LargeAreaHighGrayLevelEmphasis_spleen,40
wavelet-HHH_glszm_LargeAreaLowGrayLevelEmphasis_liver,3
wavelet-HHH_glszm_LargeAreaLowGrayLevelEmphasis_spleen,40
wavelet-HHH_glszm_LowGrayLevelZoneEmphasis_liver,3
wavelet-HHH_glszm_LowGrayLevelZoneEmphasis_spleen,5
wavelet-HHH_glszm_SizeZoneNonUniformityNormalized_liver,35
wavelet-HHH_glszm_SizeZoneNonUniformityNormalized_spleen,35
wavelet-HHH_glszm_SizeZoneNonUniformity_liver,50
wavelet-HHH_glszm_SizeZoneNonUniformity_spleen,43
wavelet-HHH_glszm_SmallAreaEmphasis_liver,35
wavelet-HHH_glszm_SmallAreaEmphasis_spleen,35
wavelet-HHH_glszm_SmallAreaHighGrayLevelEmphasis_liver,75
wavelet-HHH_glszm_SmallAreaHighGrayLevelEmphasis_spleen,75
wavelet-HHH_glszm_SmallAreaLowGrayLevelEmphasis_liver,3
wavelet-HHH_glszm_SmallAreaLowGrayLevelEmphasis_spleen,5
wavelet-HHH_glszm_ZoneEntropy_liver,76
wavelet-HHH_glszm_ZoneEntropy_spleen,76
wavelet-HHH_glszm_ZonePercentage_liver,50
wavelet-HHH_glszm_ZonePercentage_spleen,50
wavelet-HHH_glszm_ZoneVariance_liver,40
wavelet-HHH_glszm_ZoneVariance_spleen,40
wavelet-HHL_firstorder_10Percentile_liver,30
wavelet-HHL_firstorder_10Percentile_spleen,30
wavelet-HHL_firstorder_90Percentile_liver,51
wavelet-HHL_firstorder_90Percentile_spleen,51
wavelet-HHL_firstorder_Energy_liver,42
wavelet-HHL_firstorder_Energy_spleen,45
wavelet-HHL_firstorder_Entropy_liver,51
wavelet-HHL_firstorder_Entropy_spleen,51
wavelet-HHL_firstorder_InterquartileRange_liver,51
wavelet-HHL_firstorder_InterquartileRange_spleen,51
wavelet-HHL_firstorder_Kurtosis_liver,24
wavelet-HHL_firstorder_Kurtosis_spleen,24
wavelet-HHL_firstorder_Maximum_liver,65
wavelet-HHL_firstorder_Maximum_spleen,76
wavelet-HHL_firstorder_MeanAbsoluteDeviation_liver,51
wavelet-HHL_firstorder_MeanAbsoluteDeviation_spleen,51
wavelet-HHL_firstorder_Mean_liver,78
wavelet-HHL_firstorder_Mean_spleen,59
wavelet-HHL_firstorder_Median_liver,74
wavelet-HHL_firstorder_Median_spleen,8
wavelet-HHL_firstorder_Minimum_liver,34
wavelet-HHL_firstorder_Minimum_spleen,5
wavelet-HHL_firstorder_Range_liver,65
wavelet-HHL_firstorder_Range_spleen,76
wavelet-HHL_firstorder_RobustMeanAbsoluteDeviation_liver,51
wavelet-HHL_firstorder_RobustMeanAbsoluteDeviation_spleen,51
wavelet-HHL_firstorder_RootMeanSquared_liver,51
wavelet-HHL_firstorder_RootMeanSquared_spleen,51
wavelet-HHL_firstorder_Skewness_liver,24
wavelet-HHL_firstorder_Skewness_spleen,8
wavelet-HHL_firstorder_TotalEnergy_liver,42
wavelet-HHL_firstorder_TotalEnergy_spleen,45
wavelet-HHL_firstorder_Uniformity_liver,30
wavelet-HHL_firstorder_Uniformity_spleen,30
wavelet-HHL_firstorder_Variance_liver,51
wavelet-HHL_firstorder_Variance_spleen,51
wavelet-HHL_glcm_Autocorrelation_liver,65
