5.8968782,5.5941787,12.470308,233,87,57,100,0001
1.5937958,2.5837216,10.231695,210,43,38,100,0002
5.527842,3.8131793,10.215862,210,43,38,100,0004
3.9258509,4.1358213,10.213503,216,51,40,100,0005
3.0446203,8.082221,10.897052,224,68,48,100,0006
3.7981348,8.126728,8.805794,194,28,38,100,0007
2.372183,7.848032,9.559899,194,28,38,100,0008
3.8767686,6.274794,12.518722,253,182,105,100,0009
2.6805108,5.3123717,10.068903,253,182,105,100,0010
3.1469574,5.387917,11.664432,253,190,112,100,0011
-1.0066428,4.4191313,11.302789,253,190,112,100,0013
0.10562758,4.206884,10.9095545,254,236,162,100,0015
0.3883054,3.7947216,12.31031,194,28,38,100,0016
3.6622558,5.4278164,12.290143,250,154,88,100,0018
5.4773483,5.4686785,12.386506,253,174,97,100,0019
3.2834842,5.687659,8.613649,248,144,83,100,0020
2.9034967,3.4528902,10.453726,251,165,92,100,0021
0.36755976,8.143974,10.327898,178,13,38,100,0022
4.4195976,4.710595,11.249456,202,35,38,100,0023
3.4581282,7.283621,12.261506,251,165,92,100,0024
5.590934,4.9731636,9.072832,221,61,45,100,0025
4.5848846,4.5639477,12.777637,253,206,127,100,0026
4.8687315,4.5624647,12.340494,242,106,65,100,0027
7.449241,3.899317,10.393275,248,144,83,100,0028
3.8839343,4.593763,12.299399,251,165,92,100,0029
4.1123233,5.5929403,11.148421,253,206,127,100,0030
5.0241375,3.8269088,11.918699,254,231,155,100,0031
4.4980154,4.92443,11.548558,253,198,120,100,0032
3.6599042,2.8472536,11.566976,247,137,79,100,0033
4.6496367,7.8694806,11.293658,248,144,83,100,0034
2.1924503,4.8028245,12.354715,253,190,112,100,0035
3.330611,4.100912,9.817981,253,174,97,100,0036
2.6974163,3.034665,9.931055,253,174,97,100,0037
4.6065817,3.7963996,12.129669,233,87,57,100,0038
6.201739,4.842791,11.775915,250,154,88,100,0039
3.606356,4.9500775,9.88245,253,182,105,100,0040
4.61635,6.3556294,8.614994,253,220,140,100,0041
0.2480594,7.3106456,10.680154,247,137,79,100,0042
-1.6319644,7.2389884,10.92548,216,51,40,100,0043
4.8273134,6.7420173,11.921217,233,87,57,100,0044
0.017810678,4.1598644,10.45108,253,206,127,100,0045
4.3960547,6.7909675,10.434802,248,144,83,100,0046
3.200036,6.5581574,10.001534,202,35,38,100,0047
5.3337164,5.1411514,12.580531,242,106,65,100,0048
-1.4918847,6.5191894,11.214313,253,198,120,100,0049
2.8781853,5.909961,11.577387,254,236,162,100,0050
3.25993,2.404573,10.986813,254,226,147,100,0051
2.2262263,5.76006,12.579158,253,212,132,100,0052
0.6657466,5.3143415,10.586287,246,126,75,100,0053
6.716404,4.8582287,11.863171,170,5,38,100,0054
4.504149,5.042581,13.649886,194,28,38,100,0055
-0.6372966,4.6459312,11.83252,251,165,92,100,0056
1.6948813,4.9977446,11.923629,246,126,75,100,0057
-0.63029116,7.8007903,10.832119,224,68,48,100,0058
1.8718808,2.487714,11.314925,221,61,45,100,0059
6.0567985,7.3926725,8.839864,253,174,97,100,0060
3.6228704,4.1020823,11.962982,229,77,52,100,0061
3.2237144,3.9169798,10.744417,186,20,38,100,0062
3.144598,5.891346,12.311729,246,126,75,100,0063
4.990857,6.8976197,8.819613,253,212,132,100,0064
